_time,RecipeName ,HolderTankStatus ,PasterTemper
01.12.2020 0:45,tvorog 9- 1,FALSE,72.996
01.12.2020 0:45,tvorog 9- 1,FALSE,72.996
01.12.2020 0:45,tvorog 9- 1,FALSE,72.996
01.12.2020 0:45,tvorog 9- 1,FALSE,72.996
01.12.2020 0:45,tvorog 9- 1,FALSE,72.996
01.12.2020 0:45,tvorog 9- 1,FALSE,72.996
01.12.2020 0:45,tvorog 9- 1,FALSE,72.888
01.12.2020 0:45,tvorog 9- 1,FALSE,72.859
01.12.2020 0:45,tvorog 9- 1,FALSE,72.823
01.12.2020 0:45,tvorog 9- 1,FALSE,72.786
01.12.2020 0:45,tvorog 9- 1,FALSE,72.714
01.12.2020 0:45,tvorog 9- 1,FALSE,72.584
